Rubric Name,Criteria Name,Criteria Description,Criteria Enable Range,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points
PE-1.1 Mapeo Arquitectura SGBD,Diagrama Arquitectónico Completo,Crea diagrama completo con niveles ANSI-SPARC componentes cliente/servidor procesos de fondo y estructuras de memoria,false,Excelente,Diagrama completo con todos los componentes arquitectónicos correctamente representados,1.25,Bueno,Diagrama con la mayoría de componentes arquitectónicos,0.8,Insuficiente,Diagrama incompleto o componentes incorrectos,0
PE-1.1 Mapeo Arquitectura SGBD,Flujo de Consulta y Participación,Traza flujo de consulta SQL a través de arquitectura y participa activamente en presentación grupal,false,Excelente,Flujo de consulta completo y correcto con participación activa en grupo,1,Bueno,Flujo parcialmente correcto con participación moderada,0.6,Insuficiente,Flujo incorrecto o sin participación grupal,0
